OrderDate,Region,Category,SubCategory,Segment,Quantity,Sales,Profit,Discount,Month,ProfitMargin
2024-12-08,Asia Pacific,Technology,Machines,Corporate,2,1391.8,-12.57,0.15,2024-12-01,-0.00903147003879868
2023-10-25,Latin America,Office Supplies,Storage,Consumer,4,228.0,-48.52,0.3,2023-10-01,-0.21280701754385967
2023-11-19,Asia Pacific,Technology,Copiers,Corporate,2,598.05,155.94,0.0,2023-11-01,0.2607474291447204
2024-08-17,North America,Technology,Copiers,Consumer,3,1389.95,287.88,0.0,2024-08-01,0.2071153638620094
2023-07-17,North America,Furniture,Tables,Corporate,2,726.03,-4.23,0.1,2023-07-01,-0.005826205528697162
2024-02-08,North America,Technology,Machines,Corporate,2,496.27,123.07,0.0,2024-02-01,0.24799000544058677
2024-07-21,North America,Office Supplies,Binders,Corporate,3,120.94,41.01,0.0,2024-07-01,0.33909376550355547
2024-12-31,Europe,Office Supplies,Binders,Consumer,3,84.2,17.32,0.1,2024-12-01,0.20570071258907363
2024-04-21,Europe,Furniture,Tables,Corporate,2,298.37,84.48,0.0,2024-04-01,0.2831383852263968
2024-10-02,Latin America,Office Supplies,Paper,Consumer,1,47.17,13.78,0.1,2024-10-01,0.29213483146067415
2024-07-21,Asia Pacific,Office Supplies,Storage,Corporate,3,129.83,-12.74,0.3,2024-07-01,-0.09812832165139027
2024-06-22,Asia Pacific,Office Supplies,Art,Consumer,2,74.98,22.43,0.0,2024-06-01,0.29914643905041344
2023-10-27,Latin America,Furniture,Chairs,Consumer,3,1120.42,180.86,0.0,2023-10-01,0.1614216097534853
2023-06-02,Latin America,Office Supplies,Art,Consumer,4,29.37,2.65,0.2,2023-06-01,0.0902281239359891
2024-01-23,Middle East & Africa,Office Supplies,Art,Home Office,2,64.27,7.68,0.2,2024-01-01,0.11949587676987708
2024-02-22,North America,Office Supplies,Art,Home Office,2,62.1,12.03,0.1,2024-02-01,0.193719806763285
2023-04-07,Latin America,Furniture,Chairs,Corporate,4,938.37,228.8,0.0,2023-04-01,0.2438270618199644
2023-01-11,North America,Office Supplies,Art,Home Office,1,36.27,-6.85,0.4,2023-01-01,-0.18886131789357594
2024-10-10,Europe,Technology,Phones,Home Office,2,832.28,158.52,0.0,2024-10-01,0.19046474744076514
2023-03-22,Middle East & Africa,Technology,Phones,Consumer,4,1495.06,474.82,0.0,2023-03-01,0.3175926049790644
2023-02-22,North America,Furniture,Furnishings,Home Office,3,717.8,54.51,0.15,2023-02-01,0.07594037336305377
2024-06-02,North America,Technology,Machines,Consumer,1,792.31,149.44,0.0,2024-06-01,0.1886130428746324
2024-11-20,Middle East & Africa,Furniture,Furnishings,Consumer,3,602.08,-334.05,0.5,2024-11-01,-0.5548266011161307
2023-07-05,North America,Technology,Accessories,Home Office,1,623.73,-303.43,0.4,2023-07-01,-0.4864765202892277
2023-02-01,Europe,Office Supplies,Paper,Corporate,4,95.51,33.11,0.0,2023-02-01,0.3466652706522877
2023-03-02,Europe,Office Supplies,Storage,Consumer,4,201.89,71.96,0.0,2023-03-01,0.35643172024369707
2024-01-08,Asia Pacific,Office Supplies,Binders,Consumer,4,163.97,37.02,0.1,2024-01-01,0.22577300725742516
2024-12-13,North America,Technology,Machines,Consumer,3,2448.34,721.08,0.0,2024-12-01,0.29451791826298634
2024-08-07,Europe,Technology,Phones,Consumer,5,1541.1,384.16,0.0,2024-08-01,0.24927649081824674
2023-06-26,Europe,Furniture,Bookcases,Consumer,3,414.44,74.9,0.0,2023-06-01,0.18072579866808225
2023-01-23,Latin America,Technology,Accessories,Consumer,3,1459.2,307.07,0.0,2023-01-01,0.21043722587719296
2023-03-13,Middle East & Africa,Technology,Phones,Corporate,2,1048.62,-31.1,0.15,2023-03-01,-0.029658026739905786
2024-05-03,North America,Furniture,Furnishings,Consumer,3,1156.72,341.14,0.0,2024-05-01,0.29492011895705095
2024-12-17,Asia Pacific,Office Supplies,Binders,Consumer,2,141.89,23.56,0.15,2024-12-01,0.1660441186834872
2023-11-29,Asia Pacific,Office Supplies,Storage,Corporate,1,55.58,5.86,0.15,2023-11-01,0.10543360921194675
2024-03-08,Europe,Technology,Copiers,Corporate,3,1813.04,467.88,0.0,2024-03-01,0.2580638044389534
2024-07-12,Asia Pacific,Office Supplies,Art,Corporate,3,66.02,-1.88,0.3,2024-07-01,-0.028476219327476522
2024-05-04,North America,Technology,Machines,Home Office,1,346.45,-25.05,0.2,2024-05-01,-0.07230480588829558
2024-03-05,Latin America,Technology,Copiers,Consumer,1,216.65,57.14,0.0,2024-03-01,0.26374336487422106
2023-03-30,Middle East & Africa,Office Supplies,Paper,Consumer,5,253.93,105.86,0.0,2023-03-01,0.41688654353562005
2023-09-18,Middle East & Africa,Furniture,Chairs,Corporate,2,418.18,-131.96,0.3,2023-09-01,-0.3155578937299727
2024-11-28,Latin America,Furniture,Bookcases,Consumer,2,880.76,26.27,0.15,2024-11-01,0.029826513465643308
2023-12-22,North America,Technology,Copiers,Consumer,4,2135.54,527.36,0.0,2023-12-01,0.2469445667138054
2023-04-23,Latin America,Furniture,Furnishings,Consumer,1,107.15,19.06,0.0,2023-04-01,0.1778814745683621
2024-07-07,Middle East & Africa,Technology,Copiers,Consumer,2,678.25,210.74,0.0,2024-07-01,0.3107113896056027
2024-09-26,Asia Pacific,Office Supplies,Art,Corporate,3,132.3,-4.56,0.2,2024-09-01,-0.03446712018140589
2024-09-29,Latin America,Furniture,Chairs,Corporate,1,315.74,-8.76,0.1,2024-09-01,-0.027744346614302907
2023-02-27,Asia Pacific,Office Supplies,Art,Consumer,2,93.51,28.22,0.0,2023-02-01,0.3017859052507753
2023-06-29,North America,Technology,Machines,Corporate,4,1835.14,502.1,0.0,2023-06-01,0.27360310385038744
2023-01-09,Asia Pacific,Furniture,Tables,Consumer,2,540.65,120.91,0.0,2023-01-01,0.2236382132618145
2023-05-26,North America,Office Supplies,Storage,Consumer,3,110.4,13.01,0.15,2023-05-01,0.11784420289855072
2023-05-30,North America,Technology,Machines,Corporate,1,550.84,164.31,0.0,2023-05-01,0.2982898845399753
2023-11-05,North America,Furniture,Bookcases,Corporate,2,567.26,20.14,0.15,2023-11-01,0.03550400169234566
2023-12-28,Asia Pacific,Office Supplies,Storage,Home Office,1,34.04,14.73,0.0,2023-12-01,0.43272620446533494
2023-06-25,North America,Office Supplies,Storage,Consumer,4,141.31,62.43,0.0,2023-06-01,0.4417946359068714
2024-11-24,Middle East & Africa,Furniture,Chairs,Corporate,2,991.93,-350.88,0.4,2024-11-01,-0.353734638532961
2023-07-29,Europe,Technology,Accessories,Consumer,1,373.12,-154.62,0.4,2023-07-01,-0.414397512864494
2023-12-16,Europe,Technology,Phones,Consumer,3,1090.97,296.68,0.0,2023-12-01,0.27194148326718426
2024-05-03,North America,Technology,Phones,Corporate,5,1083.48,123.64,0.15,2024-05-01,0.11411378151880976
2023-07-01,Middle East & Africa,Technology,Accessories,Corporate,6,2522.99,592.24,0.0,2023-07-01,0.23473735528083745
2023-10-05,North America,Office Supplies,Art,Consumer,6,292.77,107.71,0.0,2023-10-01,0.3678997165010076
2023-01-18,Middle East & Africa,Office Supplies,Binders,Consumer,2,105.07,21.58,0.1,2023-01-01,0.20538688493385363
2023-06-25,Latin America,Technology,Machines,Corporate,1,496.7,16.7,0.15,2023-06-01,0.03362190457016308
2024-11-12,Latin America,Technology,Copiers,Corporate,4,2176.02,434.31,0.0,2024-11-01,0.1995891581878843
2023-11-26,Europe,Technology,Machines,Consumer,4,1806.95,503.99,0.0,2023-11-01,0.2789175129361631
2024-09-02,Europe,Office Supplies,Paper,Corporate,1,36.61,9.95,0.0,2024-09-01,0.2717836656651188
2024-04-30,North America,Technology,Phones,Corporate,5,1953.13,165.91,0.1,2024-04-01,0.0849457025390015
2024-05-16,Asia Pacific,Office Supplies,Binders,Consumer,1,35.24,12.21,0.0,2024-05-01,0.3464812712826334
2024-03-06,Europe,Furniture,Tables,Consumer,4,391.65,110.3,0.0,2024-03-01,0.2816290054895953
2023-01-08,Asia Pacific,Office Supplies,Paper,Consumer,4,220.99,-11.87,0.3,2023-01-01,-0.05371283768496311
2023-05-04,Latin America,Technology,Accessories,Consumer,2,410.47,-230.35,0.5,2023-05-01,-0.5611859575608449
2023-05-14,North America,Technology,Copiers,Consumer,2,501.08,-32.62,0.2,2023-05-01,-0.06509938532769219
2023-04-04,Europe,Office Supplies,Paper,Consumer,2,71.95,28.81,0.0,2023-04-01,0.4004169562195969
2024-11-08,Latin America,Furniture,Bookcases,Consumer,3,901.98,168.84,0.0,2024-11-01,0.18718818599082018
2024-07-07,Asia Pacific,Furniture,Furnishings,Consumer,1,383.44,94.5,0.0,2024-07-01,0.2464531608595869
2024-01-18,Europe,Office Supplies,Binders,Consumer,1,39.13,-4.4,0.3,2024-01-01,-0.11244569384104268
2024-07-13,North America,Office Supplies,Art,Corporate,2,64.72,14.55,0.0,2024-07-01,0.22481458590852907
2024-06-24,North America,Technology,Copiers,Corporate,5,2467.72,778.46,0.0,2024-06-01,0.3154571831488176
2024-10-26,Asia Pacific,Technology,Accessories,Consumer,1,440.41,-15.15,0.15,2024-10-01,-0.03439976385640653
2024-09-30,North America,Furniture,Chairs,Corporate,1,164.65,29.65,0.0,2024-09-01,0.18007895535985421
2024-03-16,Middle East & Africa,Technology,Phones,Consumer,1,515.89,88.59,0.0,2024-03-01,0.17172265405415885
2024-03-13,North America,Office Supplies,Paper,Consumer,5,98.32,17.23,0.1,2024-03-01,0.17524410089503664
2023-10-03,Asia Pacific,Furniture,Tables,Corporate,3,433.58,122.91,0.0,2023-10-01,0.2834770976521057
2024-07-28,Asia Pacific,Office Supplies,Storage,Corporate,3,151.14,34.89,0.1,2024-07-01,0.23084557364033348
2023-05-26,Europe,Office Supplies,Art,Home Office,3,173.92,-19.42,0.3,2023-05-01,-0.11166053357865686
2024-12-22,North America,Office Supplies,Art,Home Office,6,191.25,45.3,0.0,2024-12-01,0.2368627450980392
2024-12-15,Europe,Technology,Copiers,Home Office,2,1173.24,321.06,0.0,2024-12-01,0.27365244962667484
2024-12-03,Europe,Technology,Phones,Consumer,1,818.91,231.98,0.0,2024-12-01,0.2832789928075124
2024-01-21,Asia Pacific,Furniture,Chairs,Home Office,2,660.53,-212.79,0.3,2024-01-01,-0.3221503943802704
2023-03-20,Middle East & Africa,Office Supplies,Binders,Corporate,2,95.04,-4.47,0.2,2023-03-01,-0.04703282828282828
2023-06-03,North America,Office Supplies,Art,Consumer,2,89.7,-12.58,0.3,2023-06-01,-0.1402452619843924
2023-04-11,Middle East & Africa,Technology,Phones,Consumer,1,627.82,-22.92,0.15,2023-04-01,-0.03650727915644612
2023-08-10,North America,Office Supplies,Storage,Consumer,3,127.91,23.65,0.1,2023-08-01,0.1848956297396607
2024-07-06,North America,Technology,Machines,Consumer,2,1129.52,95.31,0.15,2024-07-01,0.08438097598980097
2023-02-24,Latin America,Technology,Machines,Corporate,1,366.59,-124.17,0.4,2023-02-01,-0.3387162770397447
2023-10-06,Latin America,Technology,Copiers,Consumer,1,362.13,77.8,0.0,2023-10-01,0.2148399745947588
2024-06-10,Asia Pacific,Furniture,Furnishings,Corporate,2,336.37,17.27,0.1,2024-06-01,0.051342271902964
2023-06-01,North America,Office Supplies,Binders,Corporate,2,98.86,19.75,0.15,2023-06-01,0.19977746307910177
2024-09-17,Latin America,Office Supplies,Binders,Consumer,2,110.56,41.53,0.0,2024-09-01,0.3756331403762663
2023-10-13,North America,Office Supplies,Storage,Home Office,1,48.71,20.0,0.0,2023-10-01,0.41059330732909055
2024-04-27,Latin America,Technology,Machines,Consumer,3,690.38,60.14,0.1,2024-04-01,0.08711144587039023
2024-02-03,North America,Technology,Phones,Consumer,2,683.58,177.53,0.0,2024-02-01,0.25970625237719064
2023-11-14,North America,Office Supplies,Paper,Corporate,2,128.71,32.46,0.1,2023-11-01,0.2521948566544946
2024-01-27,North America,Furniture,Chairs,Consumer,1,100.7,-21.21,0.2,2024-01-01,-0.21062562065541213
2023-03-11,Europe,Furniture,Tables,Consumer,2,731.82,-85.52,0.2,2023-03-01,-0.11685933699543602
2023-02-06,Middle East & Africa,Furniture,Tables,Consumer,2,443.93,35.68,0.1,2023-02-01,0.08037303178429031
2024-11-23,Latin America,Office Supplies,Paper,Consumer,2,142.02,54.19,0.0,2024-11-01,0.3815659766230108
2023-04-10,North America,Technology,Machines,Corporate,4,1637.4,-89.16,0.15,2023-04-01,-0.054452180285818975
2023-08-21,Europe,Furniture,Bookcases,Home Office,4,1563.9,427.8,0.0,2023-08-01,0.27354690197582965
2024-01-18,Europe,Furniture,Chairs,Consumer,2,503.37,133.1,0.0,2024-01-01,0.26441782386713547
2024-05-31,North America,Technology,Copiers,Consumer,2,954.32,222.58,0.0,2024-05-01,0.23323413530052814
2024-06-28,North America,Technology,Copiers,Consumer,2,937.02,243.19,0.0,2024-06-01,0.2595355488676869
2023-10-29,Asia Pacific,Technology,Machines,Consumer,2,557.52,35.06,0.15,2023-10-01,0.06288563638972594
2024-06-26,Latin America,Office Supplies,Art,Consumer,3,119.76,40.74,0.0,2024-06-01,0.34018036072144286
2024-07-10,Asia Pacific,Technology,Copiers,Consumer,3,1229.84,-184.94,0.2,2024-07-01,-0.1503772848500618
2023-05-18,Europe,Technology,Copiers,Home Office,4,1154.79,272.7,0.0,2023-05-01,0.23614683189151275
2023-03-06,Asia Pacific,Furniture,Furnishings,Home Office,4,318.68,-185.23,0.5,2023-03-01,-0.5812413706539475
2023-12-07,Europe,Furniture,Tables,Corporate,2,906.04,247.47,0.0,2023-12-01,0.27313363648404043
2023-12-16,Middle East & Africa,Office Supplies,Art,Home Office,3,163.15,32.3,0.15,2023-12-01,0.19797732148329755
2024-11-08,North America,Furniture,Furnishings,Corporate,1,412.61,80.46,0.0,2024-11-01,0.1950025447759385
2024-07-11,North America,Office Supplies,Art,Corporate,3,20.06,3.69,0.15,2024-07-01,0.1839481555333998
2023-12-04,Latin America,Furniture,Chairs,Consumer,2,611.3,90.04,0.0,2023-12-01,0.14729265499754624
2023-02-14,Asia Pacific,Furniture,Chairs,Corporate,3,776.52,194.25,0.0,2023-02-01,0.2501545356204605
2024-04-16,Europe,Furniture,Furnishings,Home Office,1,270.73,-89.84,0.3,2024-04-01,-0.33184353414841355
2023-12-25,Europe,Furniture,Tables,Consumer,5,780.34,-134.05,0.2,2023-12-01,-0.1717840941128226
2024-05-30,Europe,Office Supplies,Binders,Consumer,2,48.61,18.02,0.0,2024-05-01,0.37070561612836866
2023-09-05,Asia Pacific,Furniture,Furnishings,Corporate,2,646.15,10.22,0.1,2023-09-01,0.015816760814052467
2024-02-12,North America,Technology,Accessories,Consumer,2,768.89,195.3,0.0,2024-02-01,0.2540025231177412
2023-08-29,Latin America,Furniture,Furnishings,Corporate,1,214.29,22.24,0.15,2023-08-01,0.10378459097484717
2023-05-02,Europe,Technology,Copiers,Corporate,2,854.65,-12.84,0.1,2023-05-01,-0.015023693909787632
2024-03-14,North America,Technology,Machines,Corporate,1,550.36,186.91,0.0,2024-03-01,0.3396140707900283
2024-09-27,North America,Technology,Accessories,Consumer,2,373.48,87.37,0.0,2024-09-01,0.23393488272464388
2023-10-07,Asia Pacific,Office Supplies,Binders,Home Office,2,77.05,15.19,0.1,2023-10-01,0.1971447112264763
2023-02-02,Europe,Technology,Accessories,Corporate,3,1418.88,319.92,0.0,2023-02-01,0.22547361299052773
2023-06-03,North America,Furniture,Chairs,Consumer,2,556.49,44.63,0.1,2023-06-01,0.08019910510521304
2023-04-13,Latin America,Furniture,Furnishings,Consumer,4,611.08,118.78,0.0,2023-04-01,0.19437716829220394
2023-03-15,Europe,Technology,Accessories,Consumer,6,1827.34,495.23,0.0,2023-03-01,0.27101141550012586
2023-08-02,Europe,Furniture,Furnishings,Corporate,3,901.14,4.69,0.1,2023-08-01,0.005204518720731519
2023-03-23,Middle East & Africa,Office Supplies,Binders,Corporate,3,166.45,19.59,0.15,2023-03-01,0.11769300090117153
2023-06-23,Europe,Technology,Machines,Home Office,4,179.04,14.57,0.1,2023-06-01,0.08137846291331546
2023-03-28,Europe,Technology,Copiers,Consumer,2,488.32,110.1,0.0,2023-03-01,0.22546690694626473
2024-09-16,North America,Office Supplies,Art,Corporate,2,99.13,19.44,0.1,2024-09-01,0.1961061232724705
2024-06-27,Europe,Furniture,Furnishings,Consumer,2,707.19,190.58,0.0,2024-06-01,0.2694891047667529
2024-11-15,Asia Pacific,Office Supplies,Binders,Consumer,1,82.75,22.4,0.1,2024-11-01,0.27069486404833837
2023-10-05,Europe,Office Supplies,Binders,Corporate,5,225.43,47.47,0.1,2023-10-01,0.21057534489642016
2023-04-30,Europe,Furniture,Bookcases,Corporate,3,803.72,-96.98,0.2,2023-04-01,-0.12066391280545463
2024-04-18,North America,Technology,Copiers,Corporate,5,2195.67,395.25,0.15,2024-04-01,0.1800133899902991
2023-10-31,Middle East & Africa,Technology,Machines,Home Office,1,273.62,1.76,0.15,2023-10-01,0.006432278342226446
2023-10-12,Asia Pacific,Furniture,Furnishings,Corporate,1,296.39,7.52,0.1,2023-10-01,0.025371976112554404
2024-02-04,Europe,Office Supplies,Binders,Corporate,2,37.69,8.93,0.1,2024-02-01,0.2369328734412311
2024-10-20,Latin America,Technology,Copiers,Consumer,4,1121.73,-607.1,0.5,2024-10-01,-0.5412175835539746
2024-07-11,Europe,Furniture,Bookcases,Home Office,2,700.8,188.61,0.0,2024-07-01,0.2691352739726028
2023-02-18,Asia Pacific,Office Supplies,Art,Corporate,1,46.8,2.63,0.2,2023-02-01,0.0561965811965812
2023-01-09,Europe,Office Supplies,Binders,Consumer,3,147.41,57.46,0.0,2023-01-01,0.38979716437148093
2024-03-09,Europe,Office Supplies,Storage,Corporate,1,14.8,6.15,0.0,2024-03-01,0.41554054054054057
2023-04-20,Europe,Office Supplies,Paper,Consumer,1,39.88,-0.64,0.3,2023-04-01,-0.0160481444332999
2024-01-19,Europe,Technology,Accessories,Home Office,6,2754.21,-638.84,0.3,2024-01-01,-0.23195035963125543
2023-01-21,North America,Technology,Copiers,Corporate,1,320.48,70.16,0.0,2023-01-01,0.2189216175736395
2024-02-27,North America,Technology,Accessories,Corporate,3,769.61,242.35,0.0,2024-02-01,0.3148997544210704
2024-03-13,Europe,Office Supplies,Art,Consumer,1,55.99,20.17,0.0,2024-03-01,0.36024290051794966
2024-07-14,Asia Pacific,Technology,Machines,Consumer,2,627.84,148.77,0.0,2024-07-01,0.2369552752293578
2023-02-01,Europe,Furniture,Furnishings,Corporate,3,578.74,121.07,0.0,2023-02-01,0.20919583923696305
2024-01-07,Latin America,Technology,Phones,Home Office,1,276.9,-38.8,0.2,2024-01-01,-0.14012278801011196
2023-08-01,Asia Pacific,Furniture,Tables,Corporate,1,300.22,78.68,0.0,2023-08-01,0.26207447871560857
2023-12-13,North America,Technology,Accessories,Consumer,4,3556.54,1084.12,0.0,2023-12-01,0.3048243517576071
2024-07-03,North America,Office Supplies,Storage,Consumer,1,45.04,15.92,0.0,2024-07-01,0.35346358792184723
2024-08-14,Europe,Office Supplies,Binders,Consumer,6,244.89,-5.11,0.2,2024-08-01,-0.020866511494956923
2023-04-11,Europe,Furniture,Furnishings,Consumer,3,371.16,107.79,0.0,2023-04-01,0.2904138376980278
2023-06-14,Latin America,Office Supplies,Paper,Corporate,1,72.7,26.58,0.0,2023-06-01,0.3656121045392022
2024-10-20,Europe,Office Supplies,Art,Consumer,3,71.29,25.2,0.0,2024-10-01,0.35348576237901524
2023-07-30,Asia Pacific,Technology,Copiers,Home Office,3,1137.43,318.8,0.0,2023-07-01,0.28028098432431003
2024-07-27,North America,Office Supplies,Art,Corporate,4,120.22,10.78,0.2,2024-07-01,0.08966894027616037
2024-08-09,North America,Technology,Copiers,Corporate,1,176.65,-27.97,0.3,2024-08-01,-0.15833569204641945
2024-03-29,Europe,Furniture,Furnishings,Consumer,5,797.04,-447.76,0.5,2024-03-01,-0.5617785807487705
2023-11-03,North America,Furniture,Bookcases,Consumer,3,1235.25,-269.34,0.3,2023-11-01,-0.2180449301760777
2024-06-03,Latin America,Office Supplies,Paper,Corporate,3,144.55,53.45,0.0,2024-06-01,0.36976824628156346
2024-12-01,Middle East & Africa,Technology,Copiers,Consumer,6,3014.39,682.91,0.0,2024-12-01,0.2265499819200568
2024-09-04,North America,Furniture,Furnishings,Consumer,1,397.54,100.2,0.0,2024-09-01,0.25205010816521606
2024-03-10,Asia Pacific,Office Supplies,Storage,Consumer,1,32.25,12.37,0.0,2024-03-01,0.3835658914728682
2023-05-12,Asia Pacific,Furniture,Furnishings,Corporate,4,991.62,305.03,0.0,2023-05-01,0.3076077529698876
2024-08-09,North America,Technology,Accessories,Consumer,2,600.67,148.66,0.0,2024-08-01,0.24749030249554665
2024-08-17,Asia Pacific,Technology,Copiers,Consumer,2,129.83,-12.2,0.15,2024-08-01,-0.09396903643225755
2023-08-03,North America,Furniture,Bookcases,Corporate,5,1452.17,420.14,0.0,2023-08-01,0.2893187436732614
2024-01-17,Asia Pacific,Furniture,Furnishings,Corporate,2,241.27,-17.49,0.15,2024-01-01,-0.07249139967671073
2023-02-15,North America,Technology,Phones,Consumer,2,611.74,150.78,0.0,2023-02-01,0.24647726158171773
2023-10-25,North America,Technology,Copiers,Consumer,2,789.74,232.25,0.0,2023-10-01,0.2940841289538329
2023-04-17,Europe,Furniture,Tables,Home Office,1,274.3,84.06,0.0,2023-04-01,0.30645278891724387
2024-07-29,Latin America,Office Supplies,Binders,Home Office,2,98.55,38.68,0.0,2024-07-01,0.39249112125824454
2023-09-23,Middle East & Africa,Office Supplies,Binders,Consumer,3,103.98,17.74,0.1,2023-09-01,0.17060973264089246
2024-11-21,Latin America,Furniture,Furnishings,Corporate,1,304.17,-82.28,0.3,2024-11-01,-0.270506624584936
2024-01-25,Europe,Office Supplies,Paper,Corporate,3,149.57,-12.85,0.3,2024-01-01,-0.08591295045797954
2024-12-16,Latin America,Technology,Phones,Consumer,3,785.37,-325.69,0.4,2024-12-01,-0.4146962578147879
2023-06-26,Latin America,Technology,Accessories,Consumer,3,322.57,77.01,0.0,2023-06-01,0.23873887838298666
2023-12-02,Europe,Technology,Accessories,Consumer,2,970.95,-40.37,0.2,2023-12-01,-0.04157783613986302
2023-05-15,Middle East & Africa,Technology,Phones,Consumer,3,1648.05,-849.65,0.5,2023-05-01,-0.5155486787415431
2023-05-02,Europe,Technology,Copiers,Consumer,3,846.72,163.6,0.0,2023-05-01,0.1932161753590325
2024-08-20,North America,Technology,Phones,Corporate,4,2048.17,211.59,0.0,2024-08-01,0.10330685441149905
2023-03-18,North America,Technology,Accessories,Home Office,4,2448.2,850.69,0.0,2023-03-01,0.3474756964300303
2024-08-14,North America,Office Supplies,Art,Consumer,6,241.61,46.51,0.1,2024-08-01,0.19250031041761514
2023-12-01,Asia Pacific,Technology,Copiers,Corporate,3,2222.07,117.77,0.15,2023-12-01,0.053000130508939855
2024-03-11,North America,Technology,Phones,Consumer,1,623.28,161.37,0.0,2024-03-01,0.25890450519830577
2024-08-14,Europe,Office Supplies,Paper,Corporate,1,43.94,7.54,0.15,2024-08-01,0.1715976331360947
2023-02-08,North America,Office Supplies,Art,Corporate,4,147.43,56.62,0.0,2023-02-01,0.38404666621447464
2023-09-15,Europe,Office Supplies,Storage,Consumer,2,96.67,11.28,0.1,2023-09-01,0.11668563152994724
2024-11-10,Latin America,Technology,Machines,Consumer,3,1807.08,347.55,0.0,2024-11-01,0.19232684773225314
2023-07-06,North America,Technology,Copiers,Corporate,3,854.39,123.34,0.1,2023-07-01,0.14436030384250753
2024-01-27,Europe,Office Supplies,Binders,Home Office,4,245.03,30.1,0.15,2024-01-01,0.1228421009672285
2023-10-24,North America,Technology,Phones,Consumer,3,1349.18,-530.89,0.4,2023-10-01,-0.3934908611156406
2023-10-13,Latin America,Technology,Phones,Corporate,2,1026.63,14.32,0.15,2023-10-01,0.013948550110555895
2024-01-08,North America,Furniture,Tables,Corporate,5,1317.76,-70.59,0.2,2024-01-01,-0.05356817629917436
2024-05-29,North America,Office Supplies,Binders,Corporate,3,184.88,-92.5,0.5,2024-05-01,-0.5003245348334054
2023-05-24,Europe,Office Supplies,Storage,Consumer,5,257.98,35.35,0.1,2023-05-01,0.13702612605628342
2023-07-08,Asia Pacific,Technology,Phones,Corporate,2,943.62,9.32,0.15,2023-07-01,0.009876857209469915
2023-04-11,Europe,Office Supplies,Paper,Consumer,1,31.6,8.81,0.0,2023-04-01,0.27879746835443037
2024-02-21,North America,Technology,Phones,Home Office,2,504.17,103.72,0.0,2024-02-01,0.2057242596743162
2024-04-09,Europe,Office Supplies,Storage,Corporate,2,90.91,39.34,0.0,2024-04-01,0.4327356726432736
2023-01-15,Europe,Office Supplies,Paper,Consumer,2,85.65,23.6,0.1,2023-01-01,0.27553998832457677
2023-03-06,Middle East & Africa,Office Supplies,Art,Home Office,2,49.66,8.69,0.15,2023-03-01,0.17498993153443415
2024-06-21,Latin America,Office Supplies,Binders,Home Office,4,245.76,118.86,0.0,2024-06-01,0.483642578125
2024-12-06,Asia Pacific,Technology,Phones,Consumer,2,982.14,-60.33,0.2,2024-12-01,-0.06142708778789174
2024-08-16,North America,Office Supplies,Binders,Consumer,5,92.8,34.42,0.0,2024-08-01,0.3709051724137931
2023-05-12,Asia Pacific,Office Supplies,Art,Consumer,5,200.17,78.79,0.0,2023-05-01,0.39361542688714596
2023-03-14,North America,Office Supplies,Binders,Consumer,3,120.34,47.84,0.0,2023-03-01,0.3975403024763171
2023-10-09,North America,Office Supplies,Storage,Home Office,5,226.14,50.31,0.1,2023-10-01,0.2224728044574158
2024-01-05,North America,Furniture,Furnishings,Consumer,3,649.96,-176.62,0.3,2024-01-01,-0.27173979937226905
2024-11-07,North America,Office Supplies,Storage,Consumer,1,80.24,33.47,0.0,2024-11-01,0.41712362911266204
2024-08-25,Latin America,Technology,Copiers,Consumer,3,1568.66,-403.6,0.3,2024-08-01,-0.2572896612395293
2024-09-02,North America,Technology,Phones,Corporate,1,543.73,106.39,0.1,2024-09-01,0.1956669670608574
2024-04-12,North America,Office Supplies,Storage,Home Office,2,109.82,17.69,0.2,2024-04-01,0.1610817701693681
2023-06-05,Asia Pacific,Office Supplies,Art,Consumer,3,73.03,21.74,0.0,2023-06-01,0.2976858825140353
2024-04-20,Asia Pacific,Technology,Copiers,Home Office,3,1511.75,62.17,0.15,2024-04-01,0.04112452455763189
2023-02-10,Latin America,Furniture,Chairs,Corporate,4,851.7,178.8,0.0,2023-02-01,0.20993307502641775
2023-10-25,Middle East & Africa,Office Supplies,Art,Consumer,5,225.87,91.79,0.0,2023-10-01,0.4063842033027848
2024-09-21,Europe,Office Supplies,Binders,Home Office,1,57.85,21.92,0.0,2024-09-01,0.37891097666378565
2024-12-16,North America,Office Supplies,Binders,Corporate,1,42.64,17.55,0.0,2024-12-01,0.41158536585365857
2023-08-16,Europe,Office Supplies,Storage,Consumer,2,56.89,18.84,0.0,2023-08-01,0.331165406925646
2024-08-25,Asia Pacific,Technology,Accessories,Consumer,3,1070.71,-456.81,0.4,2024-08-01,-0.4266421346583108
2024-08-06,Europe,Furniture,Bookcases,Consumer,3,836.48,-384.13,0.4,2024-08-01,-0.4592219778117827
2023-04-29,Asia Pacific,Office Supplies,Storage,Corporate,1,4.92,1.67,0.1,2023-04-01,0.3394308943089431
2024-02-14,North America,Furniture,Tables,Corporate,1,229.98,13.68,0.1,2024-02-01,0.05948343334202974
2024-10-30,Asia Pacific,Technology,Accessories,Corporate,2,829.25,67.65,0.1,2024-10-01,0.08157974072957493
2023-07-19,Latin America,Furniture,Furnishings,Consumer,4,797.21,219.09,0.0,2023-07-01,0.27482093802134944
